Age,Hours per day,While working,Instrumentalist,Composer,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Primary streaming service_I do not use a streaming service.,Primary streaming service_Other streaming service,Primary streaming service_Pandora,Primary streaming service_Spotify,Primary streaming service_YouTube Music,Fav genre_Country,Fav genre_EDM,Fav genre_Folk,Fav genre_Gospel,Fav genre_Hip hop,Fav genre_Jazz,Fav genre_K pop,Fav genre_Latin,Fav genre_Lofi,Fav genre_Metal,Fav genre_Pop,Fav genre_R&B,Fav genre_Rap,Fav genre_Rock,Fav genre_Video game music
15.0,8.0,1.0,0.0,0.0,0,0.0,193.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,8.0,7.0,5.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.0,2.0,0.0,1.0,1.0,1,1.0,149.0,0,0,1,0,0,2,0,0,0,0,3,2,0,1,3,1,3.0,4.0,6.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,0.5,0.0,1.0,0.0,0,0.0,140.0,3,0,0,0,1,0,2,0,2,0,1,1,1,0,3,2,1.0,1.0,3.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.0,5.0,1.0,0.0,0.0,1,0.0,134.0,0,1,0,0,0,2,0,0,0,1,3,2,2,2,3,1,10.0,8.0,6.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28.0,1.0,0.0,0.0,0.0,1,0.0,120.0,1,0,3,2,0,0,0,0,0,1,1,1,0,0,2,1,6.0,6.0,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20.0,3.0,1.0,0.0,0.0,1,1.0,170.0,0,0,1,0,0,1,0,2,0,1,1,2,2,1,3,2,6.0,7.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,2.0,1.0,1.0,0.0,1,1.0,107.0,2,1,0,3,0,0,1,0,0,1,3,1,0,1,2,3,8.0,4.0,10.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41.0,3.0,1.0,0.0,0.0,0,1.0,113.0,2,0,1,1,1,3,2,1,1,0,1,3,3,2,3,0,9.0,7.0,6.0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,2.0,1.0,1.0,0.0,1,0.0,126.0,0,0,2,0,0,1,0,0,0,0,0,3,0,1,3,2,7.0,4.0,6.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34.0,4.0,1.0,0.0,0.0,1,1.0,161.0,1,0,2,0,0,2,1,0,0,0,3,1,0,2,2,1,6.0,7.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,3.0,1.0,0.0,1.0,1,0.0,120.0,2,1,0,2,0,0,0,0,0,0,3,3,0,0,3,1,10.0,0.0,10.0,10.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,2.0,1.0,0.0,0.0,1,1.0,100.0,1,0,0,1,0,0,0,0,0,2,3,1,0,0,2,1,6.0,3.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16.0,3.0,0.0,0.0,0.0,0,0.0,140.0,1,0,0,0,0,2,1,0,1,0,0,3,2,1,0,0,7.0,5.0,5.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19.0,4.0,1.0,0.0,0.0,1,0.0,156.0,1,1,1,1,0,2,1,1,0,0,1,3,1,2,2,2,7.0,10.0,5.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,2.0,1.0,1.0,0.0,1,1.0,98.0,2,0,0,1,0,2,2,0,2,1,1,3,2,2,3,2,8.0,6.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19.0,8.0,1.0,0.0,0.0,1,1.0,100.0,3,0,1,0,0,2,2,3,0,3,0,3,2,1,1,1,4.0,3.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23.0,4.0,1.0,0.0,0.0,1,1.0,78.0,1,0,2,2,0,3,1,3,2,3,1,3,3,3,2,2,7.0,6.0,7.0,5.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23.0,2.0,0.0,1.0,0.0,0,1.0,117.0,0,0,1,0,0,1,1,0,0,0,3,0,0,1,2,0,7.0,3.0,2.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.0,0.0,0.0,1.0,1,0.0,128.0,0,0,3,0,1,2,2,0,0,0,0,3,3,2,2,0,2.0,7.0,5.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17.0,3.0,1.0,0.0,0.0,1,0.0,130.0,1,2,2,2,0,1,1,1,0,3,2,3,3,2,3,2,7.0,8.0,6.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28.0,0.5,0.0,0.0,0.0,1,0.0,130.0,1,2,0,3,0,1,1,0,0,0,0,2,0,1,3,1,4.0,7.0,1.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23.0,2.0,0.0,0.0,0.0,1,1.0,120.0,0,0,0,0,0,2,0,2,0,0,3,3,0,2,3,2,7.0,8.0,5.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19.0,3.0,1.0,0.0,0.0,1,1.0,126.0,0,2,2,0,0,3,0,0,0,1,1,1,1,2,3,2,5.0,2.0,8.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17.0,2.0,1.0,1.0,1.0,1,1.0,122.0,1,0,2,2,0,3,2,1,1,1,3,1,1,3,3,0,10.0,7.0,4.0,2.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.0,1.0,0.0,0.0,0.0,1,0.0,179.0,0,1,0,1,0,2,1,0,0,3,2,1,2,2,3,1,6.0,5.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29.0,5.0,1.0,0.0,0.0,1,1.0,200.0,1,0,0,1,0,0,3,0,1,1,1,0,2,0,3,2,7.0,2.0,3.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22.0,10.0,0.0,1.0,1.0,0,1.0,128.0,2,2,3,3,0,0,1,0,0,0,1,0,1,0,2,2,4.0,7.0,7.0,3.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,4.0,1.0,1.0,1.0,1,1.0,130.0,2,1,2,1,0,1,2,2,2,2,3,3,1,1,3,3,4.0,5.0,6.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.0,2.0,1.0,1.0,1.0,1,0.0,120.0,1,0,2,3,1,2,0,0,0,2,2,3,1,3,3,3,7.0,10.0,5.0,6.0,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24.0,1.0,0.0,0.0,0.0,1,0.0,86.0,2,0,1,1,0,1,0,0,0,0,3,2,2,2,3,1,6.0,4.0,5.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35.0,6.0,1.0,0.0,0.0,1,1.0,166.0,2,1,2,3,0,1,2,1,1,2,2,2,1,1,3,2,4.0,1.0,3.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29.0,1.0,1.0,1.0,0.0,1,0.0,110.0,2,0,0,1,2,0,1,0,0,0,0,2,1,0,2,2,6.0,6.0,1.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.0,6.0,1.0,0.0,0.0,0,0.0,144.0,2,1,0,2,0,1,1,0,1,1,2,2,2,1,3,3,10.0,8.0,7.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.0,7.0,1.0,0.0,0.0,1,1.0,120.0,2,0,1,0,0,2,1,0,0,1,1,3,3,3,3,3,10.0,8.0,2.0,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.0,1.0,0.0,0.0,0.0,1,0.0,120.0,1,0,3,1,1,2,1,0,1,1,0,2,1,1,1,0,3.0,6.0,2.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,3.0,1.0,1.0,0.0,1,0.0,160.0,0,0,0,3,0,2,0,0,0,2,3,1,0,1,3,2,8.0,9.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.0,2.0,1.0,1.0,0.0,0,1.0,101.0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,2,3,8.0,3.0,8.0,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.0,3.0,1.0,1.0,0.0,1,0.0,122.0,3,1,0,0,0,0,0,1,0,2,0,3,0,0,1,2,3.0,3.0,1.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,2.0,1.0,1.0,0.0,1,1.0,120.0,1,1,0,0,0,1,0,3,1,1,1,3,1,1,1,0,6.0,5.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16.0,3.0,1.0,0.0,1.0,0,0.0,120.0,1,2,2,0,0,1,0,2,0,2,0,3,0,1,3,1,0.0,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,1.5,1.0,0.0,0.0,0,0.0,61.0,2,1,1,2,0,1,0,0,0,1,1,3,3,1,3,0,6.0,5.0,0.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17.0,4.0,1.0,0.0,0.0,1,1.0,79.0,3,0,0,0,2,2,1,2,0,3,0,3,2,2,1,3,3.0,8.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.0,2.0,1.0,0.0,0.0,1,1.0,126.0,3,0,0,0,0,3,0,2,0,1,0,3,3,3,0,2,1.0,8.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27.0,10.0,1.0,0.0,0.0,1,1.0,185.0,2,0,2,0,0,2,1,0,0,1,3,3,1,2,3,1,5.0,6.0,6.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53.0,7.0,1.0,0.0,0.0,1,1.0,92.0,3,2,3,1,1,2,2,1,2,1,1,3,3,1,3,1,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,1.0,1.0,0.0,0.0,0,0.0,107.0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,1,0.0,8.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,2.0,0.0,0.0,0.0,0,0.0,120.0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,3.0,7.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,6.0,1.0,1.0,1.0,1,1.0,140.0,2,1,3,3,1,3,3,1,2,2,2,3,3,3,2,2,8.0,8.0,8.0,5.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.0,2.0,1.0,1.0,1.0,1,0.0,94.0,2,0,0,0,0,1,2,0,0,1,2,3,0,1,3,1,5.0,2.0,3.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26.0,3.0,1.0,1.0,0.0,1,0.0,160.0,1,1,0,3,1,1,2,0,0,1,1,2,2,1,2,2,8.0,8.0,3.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.0,8.0,1.0,0.0,0.0,1,0.0,174.0,0,0,3,0,0,2,0,1,0,0,1,2,2,2,2,0,6.0,8.0,8.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,3.0,1.0,0.0,0.0,1,1.0,136.0,1,3,2,1,0,3,1,0,3,2,1,3,3,3,2,2,6.0,8.0,6.0,0.0,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.0,3.0,1.0,1.0,1.0,1,1.0,144.0,1,1,2,3,0,2,1,0,2,3,1,2,3,1,3,1,6.0,6.0,7.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,3.0,1.0,0.0,0.0,0,0.0,77.0,0,0,0,2,2,2,2,0,1,0,1,1,1,2,3,3,9.0,10.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.0,2.0,0.0,1.0,0.0,0,0.0,120.0,1,0,0,1,0,2,0,0,2,0,0,3,2,3,3,1,7.0,7.0,5.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,1.0,0.0,0.0,0.0,0,0.0,120.0,1,0,1,1,0,1,1,0,0,1,2,2,1,2,3,0,10.0,7.0,2.0,8.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,2.0,1.0,1.0,0.0,1,1.0,120.0,1,0,0,2,0,1,0,0,0,1,3,1,0,1,3,2,1.0,3.0,0.0,6.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.0,2.0,1.0,1.0,0.0,0,1.0,120.0,1,0,0,0,0,1,3,3,0,3,0,3,3,2,0,2,5.0,3.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.0,4.0,1.0,0.0,0.0,1,1.0,194.0,1,2,1,1,0,2,2,1,0,0,2,2,1,1,3,2,6.0,8.0,1.0,6.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.0,4.0,1.0,0.0,0.0,1,0.0,60.0,1,0,2,3,0,3,2,1,1,2,1,3,3,2,3,1,7.0,2.0,0.0,7.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18.0,1.0,1.0,1.0,0.0,1,1.0,190.0,1,0,1,0,0,2,0,0,0,0,3,1,0,2,3,2,6.0,9.0,9.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,2.0,0.0,0.0,0.0,0,1.0,87.0,2,0,0,0,0,1,0,3,3,2,0,2,3,1,1,2,1.0,1.0,4.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18.0,2.0,1.0,0.0,0.0,0,1.0,122.0,1,0,0,0,0,0,0,3,0,1,0,3,2,0,0,0,0.0,2.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49.0,1.0,1.0,0.0,0.0,1,0.0,156.0,2,0,3,2,0,2,1,1,1,2,2,2,1,1,3,2,8.0,8.0,2.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,3.0,1.0,1.0,1.0,1,0.0,150.0,2,1,1,2,0,1,1,1,0,2,3,3,1,2,3,2,3.0,3.0,7.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27.0,10.0,1.0,0.0,0.0,1,1.0,194.0,0,1,2,2,0,2,1,1,1,2,3,3,2,2,3,2,8.0,8.0,3.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19.0,1.0,0.0,0.0,1.0,1,1.0,160.0,0,0,0,0,0,1,0,0,0,2,3,2,1,1,3,0,6.0,4.0,0.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27.0,3.0,1.0,0.0,0.0,1,1.0,171.0,2,0,0,1,0,2,1,0,0,1,3,0,1,2,2,1,1.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27.0,1.5,1.0,0.0,0.0,0,0.0,95.0,0,0,0,1,0,2,0,1,0,1,3,2,0,2,3,2,5.0,5.0,4.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19.0,3.0,1.0,1.0,0.0,1,1.0,114.0,2,0,0,3,1,1,1,3,0,2,0,2,2,1,2,2,8.0,9.0,6.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42.0,2.5,1.0,1.0,0.0,0,1.0,148.0,2,1,3,1,0,2,3,0,1,1,2,1,1,1,2,1,8.0,8.0,7.0,6.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60.0,2.0,1.0,0.0,0.0,0,0.0,119.0,1,2,0,1,3,0,0,0,1,0,0,2,1,0,2,0,3.0,0.0,2.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19.0,5.0,1.0,0.0,0.0,0,1.0,136.0,2,1,1,2,2,2,1,0,0,3,3,0,0,2,3,2,0.0,5.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,2.0,1.0,0.0,0.0,1,0.0,141.0,1,0,0,1,0,2,1,0,0,2,0,3,2,1,2,1,6.0,3.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.0,2.0,0.0,0.0,1.0,0,0.0,146.0,1,0,0,1,0,1,0,0,0,0,3,1,0,0,2,1,1.0,7.0,5.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16.0,2.0,0.0,1.0,1.0,1,0.0,120.0,2,1,0,0,1,2,2,1,0,2,0,2,2,1,1,2,4.0,2.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.0,2.0,1.0,0.0,0.0,0,1.0,164.0,2,0,0,0,0,1,0,0,0,1,0,3,3,1,0,0,5.0,6.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34.0,1.0,1.0,0.0,0.0,1,1.0,120.0,1,0,3,0,0,0,0,3,0,1,3,1,0,0,3,3,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.0,1.5,1.0,0.0,0.0,1,0.0,120.0,0,1,1,0,0,1,3,2,1,3,0,3,2,1,1,3,8.0,6.0,5.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,5.0,1.0,1.0,1.0,1,1.0,128.0,2,1,0,3,1,1,2,0,1,2,1,3,2,1,3,1,9.0,4.0,0.0,3.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38.0,0.5,0.0,0.0,0.0,1,1.0,120.0,0,0,1,2,1,2,1,0,2,0,0,3,2,1,3,0,4.0,6.0,6.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17.0,2.0,1.0,0.0,0.0,0,1.0,120.0,0,1,1,1,0,0,0,1,0,2,1,2,0,1,3,3,7.0,3.0,1.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,0.5,0.0,0.0,0.0,0,0.0,120.0,2,0,0,2,0,0,0,0,0,1,0,3,1,0,2,1,10.0,3.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,2.0,1.0,0.0,0.0,0,1.0,101.0,1,2,1,2,0,3,1,0,3,3,3,3,3,3,3,1,8.0,8.0,3.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.0,2.5,1.0,0.0,0.0,0,0.0,120.0,1,0,0,1,1,2,1,0,3,3,1,2,3,2,2,2,7.0,6.0,5.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18.0,2.0,1.0,1.0,0.0,1,1.0,98.0,3,0,0,1,1,2,2,3,1,3,0,2,3,2,0,1,7.0,2.0,3.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16.0,2.0,0.0,0.0,0.0,1,0.0,145.0,0,2,1,2,1,1,0,1,0,2,0,3,1,1,3,1,10.0,3.5,5.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19.0,1.0,1.0,0.0,0.0,1,1.0,94.0,1,2,1,1,0,2,1,0,0,1,1,3,2,2,3,0,7.0,5.0,1.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31.0,4.0,1.0,1.0,0.0,0,1.0,103.0,3,0,1,0,1,2,1,0,2,0,2,1,0,2,2,0,6.0,8.0,9.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,5.0,1.0,0.0,0.0,0,0.0,120.0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,2.0,9.0,2.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16.0,2.0,1.0,1.0,1.0,0,0.0,112.0,1,0,3,1,0,0,0,0,0,1,1,2,1,0,3,3,7.0,4.0,10.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26.0,2.0,1.0,1.0,0.0,1,1.0,120.0,3,1,1,3,0,1,0,0,0,2,2,1,0,1,3,3,7.0,5.0,6.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17.0,2.0,1.0,0.0,0.0,1,1.0,118.0,1,1,0,0,2,2,1,3,0,1,0,2,3,2,0,1,6.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22.0,1.0,1.0,1.0,0.0,1,1.0,120.0,2,2,1,3,0,0,0,1,1,0,3,1,0,0,3,3,3.0,6.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.0,4.0,1.0,0.0,0.0,1,1.0,113.0,2,1,0,1,0,2,2,1,0,1,0,2,3,3,3,1,9.0,10.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30.0,1.0,0.0,1.0,0.0,1,0.0,162.0,2,2,1,2,0,1,0,0,0,0,2,2,0,1,3,0,8.0,5.0,8.0,9.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26.0,4.0,1.0,0.0,0.0,0,0.0,120.0,1,3,1,0,0,1,1,0,2,0,1,3,1,0,2,0,8.0,7.0,7.0,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19.0,5.0,1.0,0.0,0.0,1,1.0,111.0,2,1,0,2,1,1,2,1,1,1,3,2,1,1,3,2,9.0,9.0,9.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,5.0,1.0,0.0,0.0,1,0.0,85.0,0,3,1,2,0,1,0,0,0,0,2,2,0,1,3,0,9.0,8.0,9.0,7.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0,7.0,1.0,0.0,0.0,1,1.0,134.0,1,2,2,2,1,3,1,1,2,2,2,3,3,3,3,2,9.0,3.0,7.0,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28.0,2.0,1.0,0.0,0.0,1,0.0,172.0,0,1,1,1,0,2,0,1,0,2,1,2,3,1,3,1,10.0,8.0,6.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.0,3.0,1.0,0.0,0.0,1,1.0,180.0,1,0,2,2,0,1,0,1,0,2,3,2,1,1,3,2,9.0,6.0,3.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,2.0,1.0,0.0,0.0,0,0.0,120.0,1,0,1,1,1,1,1,0,0,1,0,3,1,1,2,2,7.0,7.0,8.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19.0,3.0,1.0,0.0,1.0,1,1.0,76.0,2,0,2,2,0,0,0,0,0,1,1,1,1,0,3,1,9.0,10.0,4.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44.0,3.0,1.0,0.0,0.0,1,1.0,130.0,1,1,1,3,1,2,1,0,1,2,0,1,2,2,1,2,9.0,9.0,8.0,2.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22.0,3.0,1.0,0.0,0.0,0,0.0,120.0,0,1,0,3,0,1,0,0,0,0,3,1,0,0,3,1,9.0,10.0,3.0,9.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
